Source,Location ID,Jurisdiction,Latitude,Longitude,Time Zone,Local Time Zone,Distance to Shore,Directionality Coefficient,Energy Period,Maximum Energy Direction,Mean Absolute Period,Mean Wave Direction,Mean Zero-Crossing Period,Omni-Directional Wave Power,Peak Period,Significant Wave Height,Spectral Width,Water Depth,Version
DOE-WPTO US Wave dataset,299522,b'Federal',46.1998,-124.202,-8,-8,10457.422,-,s,deg,s,deg,s,W/m,s,m,-,63,v1.0.0
Year,Month,Day,Hour,Minute,Directionality Coefficient,Energy Period,Maximum Energy Direction,Mean Absolute Period,Mean Zero-Crossing Period,Omni-Directional Wave Power,Peak Period,Significant Wave Height,Spectral Width
2010,1,1,0,0,0.8854690194129944,8.99779987335205,35,7.938700199127197,7.190999984741211,48124,11.013500213623047,3.204400062561035,0.2996799945831299
2010,1,1,3,0,0.8794389963150024,9.401399612426758,25,8.478099822998047,7.851500034332275,43280,11.013500213623047,2.9629600048065186,0.2786499857902527
2010,1,1,6,0,0.8772150278091431,8.6003999710083,35,7.152900218963623,6.171899795532227,44570,11.013500213623047,3.152820110321045,0.3514600098133087
2010,1,1,9,0,0.8762350082397461,8.401300430297852,45,7.250800132751465,6.447999954223633,66480,9.101699829101562,3.9192800521850586,0.32559001445770264
2010,1,1,12,0,0.8865119814872742,9.478599548339844,35,8.303000450134277,7.47730016708374,136386,10.01200008392334,5.222390174865723,0.3101600110530853
2010,1,1,15,0,0.9049490094184875,11.344200134277344,25,10.019599914550781,9.161499977111816,211488,13.326800346374512,5.820469856262207,0.304390013217926
2010,1,1,18,0,0.9218050241470337,12.125100135803223,25,10.697799682617188,9.773599624633789,243553,14.659700393676758,6.002220153808594,0.3023900091648102
2010,1,1,21,0,0.9284489750862122,12.4197998046875,15,10.89229965209961,9.853699684143066,233264,14.659700393676758,5.789420127868652,0.30254000425338745
2010,1,2,0,0,0.9296690225601196,12.191100120544434,15,10.674300193786621,9.656700134277344,208544,14.659700393676758,5.53000020980835,0.30432000756263733
2010,1,2,3,0,0.9272249937057495,11.946000099182129,15,10.42140007019043,9.330100059509277,172856,14.659700393676758,5.089560031890869,0.30107998847961426
2010,1,2,6,0,0.919264018535614,11.337300300598145,15,9.769000053405762,8.688899993896484,148760,14.659700393676758,4.8662800788879395,0.31626999378204346
2010,1,2,9,0,0.9191799759864807,11.277299880981445,15,9.872900009155273,8.879599571228027,121476,13.326800346374512,4.413219928741455,0.2980499863624573
2010,1,2,12,0,0.9206780195236206,11.07040023803711,15,9.705400466918945,8.700599670410156,98377,13.326800346374512,4.016600131988525,0.29218000173568726
2010,1,2,15,0,0.9227499961853027,11.029999732971191,15,9.935600280761719,9.173600196838379,78217,13.326800346374512,3.595489978790283,0.26809000968933105
2010,1,2,18,0,0.9230629801750183,10.883700370788574,15,9.973699569702148,9.378399848937988,62818,12.114999771118164,3.254240036010742,0.2515299916267395
2010,1,2,21,0,0.9223809838294983,10.684399604797363,15,9.855799674987793,9.322999954223633,50636,12.114999771118164,2.9592199325561523,0.24515999853610992
2010,1,3,0,0,0.9202629923820496,10.461700439453125,15,9.67490005493164,9.176300048828125,40315,12.114999771118164,2.6781299114227295,0.24438999593257904
2010,1,3,3,0,0.9159319996833801,10.217300415039062,15,9.464200019836426,8.993300437927246,32071,11.013500213623047,2.426379919052124,0.24469000101089478
2010,1,3,6,0,0.91143798828125,10.054499626159668,5,9.310400009155273,8.85159969329834,26631,11.013500213623047,2.2342400550842285,0.24812999367713928
2010,1,3,9,0,0.9065759778022766,9.940299987792969,5,9.170000076293945,8.701700210571289,22644,11.013500213623047,2.074709892272949,0.2582800090312958
2010,1,3,12,0,0.8987939953804016,9.75629997253418,5,8.893199920654297,8.258000373840332,18835,10.01200008392334,1.9140299558639526,0.2721700072288513
2010,1,3,15,0,0.8770290017127991,9.130200386047363,5,7.492000102996826,6.163400173187256,15518,10.01200008392334,1.8023500442504883,0.3358300030231476
2010,1,3,18,0,0.8585379719734192,8.913900375366211,5,7.286799907684326,6.116499900817871,13484,10.01200008392334,1.702139973640442,0.3673799932003021
2010,1,3,21,0,0.8492010235786438,8.83899974822998,15,7.181000232696533,6.053500175476074,13024,9.101699829101562,1.680050015449524,0.39282000064849854
2010,1,4,0,0,0.8365010023117065,8.678099632263184,15,6.755499839782715,5.595300197601318,12284,9.101699829101562,1.6450300216674805,0.43696001172065735
2010,1,4,3,0,0.8290820121765137,8.481800079345703,15,6.399099826812744,5.244500160217285,11694,9.101699829101562,1.6230700016021729,0.4668999910354614
2010,1,4,6,0,0.8142189979553223,8.130800247192383,25,5.970099925994873,4.901899814605713,12624,9.101699829101562,1.7229700088500977,0.49417001008987427
2010,1,4,9,0,0.8156059980392456,8.172300338745117,25,6.190199851989746,5.142600059509277,15760,16.125999450683594,1.9207899570465088,0.4669100046157837
2010,1,4,12,0,0.8886399865150452,8.831500053405762,35,7.314899921417236,6.2515997886657715,28201,10.01200008392334,2.4745399951934814,0.3598800003528595
