Source,Location ID,Jurisdiction,Latitude,Longitude,Time Zone,Local Time Zone,Distance to Shore,Directionality Coefficient,Energy Period,Maximum Energy Direction,Mean Absolute Period,Mean Wave Direction,Mean Zero-Crossing Period,Omni-Directional Wave Power,Peak Period,Significant Wave Height,Spectral Width,Water Depth,Version
DOE-WPTO US Wave dataset,124309,b'Federal',24.382,-80.643,-5,-5,49913.703,-,s,deg,s,deg,s,W/m,s,m,-,370,v1.0.0
Year,Month,Day,Hour,Minute,Directionality Coefficient,Energy Period,Maximum Energy Direction,Mean Absolute Period,Mean Zero-Crossing Period,Omni-Directional Wave Power,Peak Period,Significant Wave Height,Spectral Width
2010,1,10,15,0,0.9610000252723694,4.322199821472168,37.5,4.721099853515625,5.2418999671936035,3763.107177734375,5.7729997634887695,1.2120000123977661,0.27059999108314514
2010,1,10,18,0,0.9649999737739563,4.234600067138672,37.5,4.644899845123291,5.198200225830078,3176.785888671875,5.7729997634887695,1.1185400485992432,0.2851000130176544
2010,1,10,21,0,0.9660000205039978,4.128399848937988,37.5,4.557600021362305,5.173900127410889,3176.1328125,6.3267998695373535,1.1213899850845337,0.30959999561309814
2010,1,11,0,0,0.9610000252723694,4.154200077056885,37.5,4.562300205230713,5.1545000076293945,3956.417236328125,5.2677001953125,1.2537200450897217,0.3102000057697296
2010,1,11,3,0,0.9559999704360962,4.261300086975098,37.5,4.6828999519348145,5.282199859619141,4400.890625,5.2677001953125,1.3058899641036987,0.3061000108718872
2010,1,11,6,0,0.9549999833106995,4.274099826812744,37.5,4.6946001052856445,5.297699928283691,4440.85498046875,5.2677001953125,1.3098100423812866,0.3084999918937683
2010,1,11,9,0,0.953000009059906,4.314199924468994,37.5,4.7459001541137695,5.360300064086914,4226.05224609375,6.3267998695373535,1.2701799869537354,0.3077999949455261
2010,1,11,12,0,0.9549999833106995,4.342700004577637,37.5,4.7957000732421875,5.4506001472473145,3808.308349609375,6.3267998695373535,1.195680022239685,0.31439998745918274
2010,1,11,15,0,0.9610000252723694,4.55019998550415,37.5,5.028900146484375,5.7164998054504395,3285.077880859375,6.933700084686279,1.0839699506759644,0.31279999017715454
2010,1,11,18,0,0.9679999947547913,4.631400108337402,37.5,5.185299873352051,5.975299835205078,3010.043212890625,7.598899841308594,1.0149099826812744,0.3215000033378601
2010,1,11,21,0,0.9700000286102295,4.268799781799316,37.5,4.836299896240234,5.74429988861084,3068.38134765625,7.598899841308594,1.0458500385284424,0.36410000920295715
2010,1,12,0,0,0.968999981880188,4.142600059509277,37.5,4.675000190734863,5.574900150299072,3040.69384765625,7.598899841308594,1.0570299625396729,0.38190001249313354
2010,1,12,3,0,0.9679999947547913,4.04640007019043,37.5,4.554200172424316,5.43779993057251,3071.558349609375,7.598899841308594,1.0759600400924683,0.3937999904155731
2010,1,12,6,0,0.9679999947547913,4.098400115966797,37.5,4.607999801635742,5.497799873352051,2976.471923828125,7.598899841308594,1.0531799793243408,0.39579999446868896
2010,1,12,9,0,0.9700000286102295,4.045400142669678,37.5,4.595900058746338,5.584000110626221,2533.960205078125,8.327899932861328,0.9645100235939026,0.4131999909877777
2010,1,12,12,0,0.9649999737739563,3.848299980163574,37.5,4.340400218963623,5.271999835968018,2405.703369140625,4.385799884796143,0.9677600264549255,0.4318000078201294
2010,1,12,15,0,0.9629999995231628,3.878200054168701,37.5,4.35890007019043,5.247600078582764,1906.3052978515625,4.385799884796143,0.8633700013160706,0.42260000109672546
2010,1,12,18,0,0.9639999866485596,3.7367000579833984,37.5,4.209099769592285,5.092800140380859,1281.513916015625,4.385799884796143,0.7190600037574768,0.42980000376701355
2010,1,12,21,0,0.9639999866485596,3.559799909591675,37.5,3.9791998863220215,4.765399932861328,885.1343383789062,4.385799884796143,0.6183500289916992,0.427700012922287
2010,1,13,0,0,0.9649999737739563,3.4158999919891357,37.5,3.8125998973846436,4.540900230407715,671.0701293945312,4.385799884796143,0.5522000193595886,0.421099990606308
2010,1,13,3,0,0.9639999866485596,3.1273999214172363,37.5,3.485599994659424,4.176000118255615,610.0700073242188,4.0019001960754395,0.5507000088691711,0.4390000104904175
2010,1,13,6,0,0.9559999704360962,3.0971999168395996,37.5,3.4112000465393066,3.9772000312805176,753.2973022460938,3.651599884033203,0.6272500157356262,0.4081999957561493
2010,1,13,9,0,0.949999988079071,3.180799961090088,37.5,3.487799882888794,3.9925999641418457,970.546630859375,4.0019001960754395,0.709879994392395,0.3700999915599823
2010,1,13,12,0,0.9409999847412109,3.3392999172210693,37.5,3.6507999897003174,4.132599830627441,1226.620849609375,4.385799884796143,0.7829700112342834,0.3407999873161316
2010,1,13,15,0,0.9380000233650208,3.462100028991699,37.5,3.7923998832702637,4.307400226593018,1086.6802978515625,4.385799884796143,0.7210800051689148,0.3434999883174896
2010,1,13,18,0,0.9449999928474426,3.4063000679016113,37.5,3.7839999198913574,4.401800155639648,784.1800537109375,4.385799884796143,0.6065300107002258,0.3741999864578247
2010,1,13,21,0,0.9520000219345093,3.3671998977661133,37.5,3.7669999599456787,4.458600044250488,588.3046264648438,4.385799884796143,0.5221999883651733,0.3986999988555908
