Source,Location ID,Jurisdiction,Latitude,Longitude,Time Zone,Local Time Zone,Distance to Shore,Directionality Coefficient,Energy Period,Maximum Energy Direction,Mean Absolute Period,Mean Wave Direction,Mean Zero-Crossing Period,Wave Power,Peak Period,Significant Wave Height,Spectral Width,Water Depth,Version
DOE-WPTO US Wave dataset,97045,b'Federal',18.333422,-155.75226,0,-10,64277.215,-,s,deg,s,deg,s,W/m,s,m,-,4970.0254,v1.0.0
Year,Month,Day,Hour,Minute,Directionality Coefficient,Energy Period,Maximum Energy Direction,Mean Absolute Period,Wave Power,Peak Period,Significant Wave Height,Spectral Width
2010,1,2,12,0,0.5686320066452026,9.287799835205078,153.75,8.603500366210938,14448,9.807000160217285,1.7806299924850464,0.2619900107383728
2010,1,2,15,0,0.5844039916992188,9.187700271606445,153.75,8.50529956817627,13394,8.926199913024902,1.7237900495529175,0.26482000946998596
2010,1,2,18,0,0.5970799922943115,8.964200019836426,153.75,7.9415998458862305,12505,8.926199913024902,1.6869100332260132,0.2926200032234192
2010,1,2,21,0,0.6034150123596191,8.661100387573242,153.75,7.34250020980835,12016,8.926199913024902,1.682610034942627,0.33274000883102417
2010,1,3,0,0,0.6025599837303162,8.658699989318848,153.75,7.388000011444092,11556,8.926199913024902,1.6501699686050415,0.33605000376701355
2010,1,3,3,0,0.5861129760742188,8.864299774169922,153.75,7.747600078582764,11234,8.926199913024902,1.607699990272522,0.3260299861431122
2010,1,3,6,0,0.5480759739875793,9.156499862670898,153.75,8.123700141906738,11380,8.926199913024902,1.5917999744415283,0.32907000184059143
2010,1,3,9,0,0.5031419992446899,9.433500289916992,153.75,8.3996000289917,11847,8.926199913024902,1.5999900102615356,0.3368600010871887
2010,1,3,12,0,0.46616798639297485,9.63860034942627,153.75,8.580599784851074,12442,8.926199913024902,1.6221200227737427,0.34011998772621155
2010,1,3,15,0,0.489003986120224,9.815099716186523,326.25,8.712200164794922,13262,8.926199913024902,1.6596200466156006,0.33994001150131226
2010,1,3,18,0,0.5227919816970825,9.986000061035156,326.25,8.840700149536133,14126,8.926199913024902,1.6980799436569214,0.3360599875450134
